,source,created_at_local,pick_up_latitude,pick_up_longitude,drop_off_latitude,drop_off_longitude,city,fare,pick_up_distance,state
6793,IOS,2013-08-30 19:51:53.000000,14.5542,121.02481999999999,14.57732,121.06311000000001,Metro Manila,211.875,0.543188,COMPLETED
6794,IOS,2013-09-06 05:38:39.000000,14.52716,121.06348,14.52447,121.00108,Metro Manila,321.25,0.797566,COMPLETED
6795,IOS,2013-09-27 21:45:33.000000,14.57934,121.05851000000001,14.681389999999999,121.09495,Metro Manila,369.375,0.24012399999999998,CANCELLED
6796,T47,2013-10-21 04:43:43.000000,14.61103,120.99623600000001,14.603454000000001,121.04458000000001,Metro Manila,238.125,2.14394,COMPLETED
6797,ADR,2013-09-17 07:50:28.000000,14.584759,121.07787900000001,14.581644,121.05819,Metro Manila,176.875,1.7255099999999999,COMPLETED
6798,IOS,2013-09-09 20:18:17.000000,14.52029,121.0141,14.53759,121.00175,Metro Manila,220.625,1.48325,COMPLETED
6799,IOS,2013-10-02 17:39:31.000000,14.56008,121.02893999999999,14.63054,121.01071,Metro Manila,373.75,0.33002600000000004,COMPLETED
6800,VNU,2013-12-14 19:02:40.000000,14.653504000000002,121.03348700000001,14.676041,121.0437,Metro Manila,181.25,0.888753,COMPLETED
6801,IOS,2013-09-13 21:37:58.000000,14.554689999999999,120.99893999999999,14.59261,120.97158,Metro Manila,216.25,1.50637,COMPLETED
6802,T47,2013-10-02 11:07:19.000000,14.582707000000001,121.061458,14.623992000000001,121.022967,Metro Manila,255.625,0.479317,COMPLETED
6803,T47,2013-11-11 15:19:44.000000,14.5915,121.05811000000001,14.582849,121.061799,Metro Manila,176.875,3.307,COMPLETED
6804,T47,2013-10-14 08:44:27.000000,14.570136999999999,121.057606,14.553006,121.05213,Metro Manila,211.875,5.063219999999999,CANCELLED
6805,VNU,2013-12-28 18:29:37.000000,14.549732,121.02677,14.554729,121.024445,Metro Manila,150.625,0.0820109,COMPLETED
6806,VNU,2013-10-31 17:24:25.000000,14.549732,121.02677,14.517617999999999,121.05086399999999,Metro Manila,242.5,0.8356600000000001,COMPLETED
6807,T47,2013-09-29 03:50:33.000000,14.582707000000001,121.061458,14.589819,121.06916100000001,Metro Manila,168.125,0.786385,COMPLETED
6808,IOS,2013-09-12 05:30:12.000000,14.57301,121.07686000000001,14.559379999999999,121.02655,Metro Manila,255.625,1.0526200000000001,COMPLETED
6809,T47,2013-11-05 05:41:28.000000,14.550759,121.019175,14.590098999999999,121.082645,Metro Manila,290.625,3.04846,COMPLETED
6839,IOS,2013-10-01 15:41:29.000000,14.589479999999998,121.06376999999999,14.564929999999999,120.99395,Metro Manila,351.875,0.586568,COMPLETED
6840,IOS,2013-09-16 18:34:58.000000,14.55481,121.04763,14.592870000000001,121.02858,Metro Manila,242.5,0.27494,CANCELLED
6841,IOS,2013-09-26 20:57:41.000000,14.565679999999999,121.03208000000001,14.54985,121.04731000000001,Metro Manila,203.125,1.51244,COMPLETED
6842,VNU,2013-10-24 13:51:45.000000,14.549732,121.02677,14.554729,121.024445,Metro Manila,155.0,0.9823639999999999,COMPLETED
6843,IOS,2013-09-11 17:13:50.000000,14.568979999999998,121.02276,14.5212,121.06217,Metro Manila,286.25,0.575151,COMPLETED
6844,IOS,2013-09-16 00:08:29.000000,14.608120000000001,120.99838000000001,14.520710000000001,121.01252,Metro Manila,338.75,0.590986,CANCELLED
6845,IOS,2013-10-04 08:29:35.000000,14.56536,121.02918999999999,14.55481,121.04763,Metro Manila,185.625,1.46476,COMPLETED
6846,IOS,2013-09-18 19:13:03.000000,14.552470000000001,121.01873,14.56921,121.06016000000001,Metro Manila,242.5,1.1586100000000001,COMPLETED
6847,IOS,2013-09-16 07:59:51.000000,14.67198,121.03223,14.61036,121.09142,Metro Manila,334.375,1.96775,CANCELLED
6848,ADR,2013-09-14 16:44:31.000000,14.597234,121.03925100000001,14.632570999999999,121.04479599999999,Metro Manila,242.5,2.07863,CANCELLED
6849,ADR,2013-09-17 18:03:26.000000,14.560182000000001,121.020063,14.545453,121.010981,Metro Manila,185.625,0.8461200000000001,COMPLETED
6850,IOS,2013-09-18 18:28:12.000000,14.544170000000001,121.04655,14.5607,121.01635,Metro Manila,211.875,3.79074,CANCELLED
6851,IOS,2013-09-25 18:46:46.000000,14.575289999999999,121.02785,14.55301,121.05213,Metro Manila,211.875,0.858916,CANCELLED
6852,IOS,2013-10-25 18:45:25.000000,14.579320000000001,121.04878000000001,14.6018,121.03708999999999,Metro Manila,190.0,1.50319,COMPLETED
6853,IOS,2013-10-04 18:10:51.000000,14.54974,121.04888000000001,14.549729999999998,121.02677,Metro Manila,190.0,0.218009,COMPLETED
6854,IOS,2013-10-25 07:00:03.000000,14.57567,121.04359,14.5212,121.062,Metro Manila,290.625,1.22841,COMPLETED
6855,IOS,2013-10-02 07:35:41.000000,14.57216,121.02972,14.55812,121.01698,Metro Manila,168.125,1.84844,COMPLETED
6856,IOS,2013-10-02 08:24:03.000000,14.57216,121.02972,14.55812,121.01698,Metro Manila,181.25,1.84844,CANCELLED
6857,IOS,2013-09-25 09:49:02.000000,14.56691,121.05125,14.55539,121.0156,Metro Manila,198.75,0.125926,COMPLETED
6858,IOS,2013-09-09 15:04:44.000000,14.552010000000001,121.05126000000001,14.56061,121.05615,Metro Manila,163.75,0.46933,COMPLETED
6859,IOS,2013-09-14 16:26:32.000000,14.62587,121.11518999999998,14.545829999999999,120.99281,Metro Manila,470.0,0.736434,COMPLETED
6860,IOS,2013-10-04 19:06:09.000000,14.5507,121.02658999999998,14.57704,121.03426999999999,Metro Manila,185.625,0.196077,COMPLETED
6861,IOS,2013-09-17 00:12:40.000000,14.612820000000001,121.05994,14.556329999999999,121.02123999999999,Metro Manila,286.25,1.5264799999999998,CANCELLED
6862,ADR,2013-09-30 15:26:57.000000,14.55321,121.012904,14.569207999999998,121.060157,Metro Manila,290.625,0.244331,COMPLETED
6863,IOS,2013-10-26 12:23:29.000000,14.63919,121.0743,14.73518,121.06418000000001,Metro Manila,369.375,0.12675699999999998,COMPLETED
6864,IOS,2013-09-20 11:47:06.000000,14.63301,121.03478999999999,14.56107,121.01892,Metro Manila,330.0,0.0188607,COMPLETED
6865,IOS,2013-09-10 22:16:40.000000,14.6231,121.05685,14.610420000000001,121.08004,Metro Manila,211.875,0.662935,COMPLETED
6866,IOS,2013-10-18 12:49:16.000000,14.64025,121.01657,14.628229999999999,121.07722,Metro Manila,277.5,1.151,COMPLETED
6867,ADR,2013-10-15 22:45:27.000000,14.582701,121.05363700000001,14.590434,121.020582,Metro Manila,207.5,0.133554,COMPLETED
6868,ADR,2013-10-01 16:30:02.000000,14.562648000000001,121.022421,14.583897,121.075433,Metro Manila,264.375,0.606928,COMPLETED
6869,IOS,2013-10-11 21:43:16.000000,14.581339999999999,121.06095,14.674710000000001,121.04818,Metro Manila,334.375,0.332453,COMPLETED
6870,ADR,2013-09-19 17:14:22.000000,14.560058999999999,121.01700600000001,14.564921,120.99394699999999,Metro Manila,216.25,0.9878389999999999,COMPLETED
6871,ADR,2013-09-18 18:05:38.000000,14.553167000000002,121.025722,14.557769,121.008595,Metro Manila,207.5,0.9005290000000001,COMPLETED
6872,VNU,2013-12-01 20:15:56.000000,14.549732,121.02677,14.479308999999999,121.01982199999999,Metro Manila,321.25,0.286786,COMPLETED
6873,IOS,2013-11-19 07:29:56.000000,14.637070000000001,121.0509,14.5608,121.01641000000001,Metro Manila,334.375,0.642346,COMPLETED
6874,IOS,2013-10-04 19:19:06.000000,14.59627,121.0287,14.54832,121.02606000000002,Metro Manila,260.0,1.82905,COMPLETED
6875,IOS,2013-08-31 10:24:58.000000,14.631479999999998,121.04127,14.57816,121.03383000000001,Metro Manila,281.875,2.51764,COMPLETED
6876,IOS,2013-09-23 21:50:02.000000,14.5783,121.08452,14.27701,121.41792,Metro Manila,1467.5,1.20265,CANCELLED
6877,IOS,2013-11-11 18:53:37.000000,14.56006,121.01701000000001,14.589839999999999,121.06055,Metro Manila,225.0,1.6821700000000002,COMPLETED
6878,IOS,2013-08-30 01:56:36.000000,14.52179,121.03593000000001,14.534970000000001,121.0495,Metro Manila,185.625,2.68336,CANCELLED
6879,ADR,2013-09-28 17:45:27.000000,14.551779000000002,121.04924799999999,14.574944,120.98493799999999,Metro Manila,316.875,1.52718,COMPLETED
6880,ADR,2013-10-01 08:00:58.000000,14.574197,121.04343999999999,14.558138,121.01713400000001,Metro Manila,190.0,0.408008,COMPLETED
6881,IOS,2013-09-15 12:01:11.000000,14.675139999999999,121.03426,14.64289,121.05918999999999,Metro Manila,229.375,1.77962,COMPLETED
6882,IOS,2013-09-03 08:48:55.000000,14.5322,121.0208,14.55282,121.02107,Metro Manila,198.75,1.151,COMPLETED
6883,IOS,2013-09-13 21:53:05.000000,14.55776,121.10373,14.609620000000001,121.0791,Metro Manila,273.125,3.3132300000000003,COMPLETED
6884,ADR,2013-08-28 19:21:05.000000,14.58242,121.051225,14.574005,121.05825300000001,Metro Manila,159.375,1.67048,CANCELLED
6885,IOS,2013-11-14 17:41:46.000000,14.554120000000001,121.02245,14.601970000000001,121.04966999999999,Metro Manila,229.375,0.616158,CANCELLED
6886,ADR,2013-09-28 00:23:10.000000,14.581044,121.019892,14.559939000000002,121.012768,Metro Manila,225.0,1.6017299999999999,COMPLETED
6887,VNU,2013-12-21 19:43:31.000000,14.549732,121.02677,14.554729,121.024445,Metro Manila,150.625,0.294379,COMPLETED
6888,IOS,2013-10-11 20:49:50.000000,14.547820000000002,121.04608999999999,14.55285,121.04418999999999,Metro Manila,155.0,0.40748,COMPLETED
6889,IOS,2013-10-30 00:15:31.000000,14.562220000000002,121.09878,14.55301,121.05213,Metro Manila,246.875,2.62622,CANCELLED
6890,IOS,2013-10-18 02:34:12.000000,14.462729999999999,121.04765,14.6039,121.0805,Metro Manila,439.375,1.10153,COMPLETED
6891,IOS,2013-09-10 20:26:54.000000,14.65376,121.05403999999999,14.7031,121.056,Metro Manila,220.625,2.7072,COMPLETED
6892,ADR,2013-12-26 17:16:42.000000,14.549529000000001,121.063558,14.549287,121.04624,Metro Manila,168.125,1.9521700000000002,CANCELLED
6893,ADR,2013-09-03 09:12:24.000000,14.615575,121.046074,14.570217999999999,121.02186499999999,Metro Manila,277.5,0.7303149999999999,COMPLETED
6894,IOS,2013-11-08 10:43:17.000000,14.55163,121.01575,14.56202,121.03135,Metro Manila,176.875,0.677294,COMPLETED
6895,IOS,2013-11-13 14:05:16.000000,14.56621,121.06398,14.592929999999999,120.97318,Metro Manila,347.5,2.05002,COMPLETED
6896,IOS,2013-10-01 06:39:30.000000,14.55577,121.01093,14.57029,121.04706999999999,Metro Manila,220.625,0.599881,COMPLETED
6897,ADR,2013-09-20 07:02:29.000000,14.575073999999999,121.044081,14.556054999999999,121.015316,Metro Manila,194.375,1.16544,COMPLETED
6898,IOS,2013-08-28 18:12:36.000000,14.57494,120.98494,14.609829999999999,121.04806,Metro Manila,255.625,1.37943,CANCELLED
6899,IOS,2013-09-27 15:47:20.000000,14.569529999999999,121.02426000000001,14.5509,121.05358000000001,Metro Manila,216.25,0.997303,COMPLETED
6900,ADR,2013-09-23 18:09:20.000000,14.623764999999999,121.077077,14.557429,121.02173700000002,Metro Manila,360.625,1.6386599999999998,COMPLETED
6901,IOS,2013-09-24 11:54:10.000000,14.5508,120.98705,14.55301,121.05213,Metro Manila,255.625,0.508555,COMPLETED
6902,IOS,2013-09-07 13:49:00.000000,14.570039999999999,121.02682,14.65991,121.11232,Metro Manila,391.25,1.60638,COMPLETED
6903,VNU,2013-10-12 20:47:34.000000,14.549732,121.02677,14.554729,121.024445,Metro Manila,155.0,0.215594,COMPLETED
6904,IOS,2013-09-13 14:49:45.000000,14.57422,121.04198000000001,14.546729999999998,120.99176000000001,Metro Manila,273.125,2.38634,CANCELLED
6905,IOS,2013-09-24 12:26:01.000000,14.62845,121.00386,14.57874,120.98239,Metro Manila,225.0,3.15942,CANCELLED
6906,IOS,2013-11-12 18:48:20.000000,14.58769,121.06133999999999,14.607829999999998,121.08025,Metro Manila,185.625,1.79128,COMPLETED
6907,IOS,2013-12-10 09:53:31.000000,14.55163,121.01575,14.56202,121.03135,Metro Manila,176.875,0.219511,COMPLETED
6908,IOS,2013-12-23 22:46:51.000000,14.63134,121.05221999999999,14.62106,121.05188999999999,Metro Manila,155.0,1.46933,COMPLETED
6909,ADR,2013-09-05 12:06:22.000000,14.644679,121.02736399999999,14.551283999999999,121.016912,Metro Manila,360.625,1.30898,CANCELLED
6910,VNU,2013-09-30 16:44:28.000000,14.549732,121.02677,14.579444,121.035917,Metro Manila,242.5,0.101871,CANCELLED
6911,IOS,2013-09-23 08:30:40.000000,14.55795,121.00376000000001,14.553460000000001,121.02248999999999,Metro Manila,168.125,1.1094899999999999,COMPLETED
6912,VNU,2013-12-28 18:41:20.000000,14.549732,121.02677,14.537751,121.001379,Metro Manila,185.625,0.0751171,COMPLETED
6913,IOS,2013-09-11 04:51:39.000000,14.55541,121.08008999999998,14.55473,121.02445,Metro Manila,273.125,2.41024,COMPLETED
6914,IOS,2013-09-20 22:27:46.000000,14.555679999999999,121.00023,14.53534,121.04836999999999,Metro Manila,220.625,1.32781,COMPLETED
6915,ADR,2013-09-18 11:24:17.000000,14.551392000000002,121.01676599999999,14.636733999999999,121.073975,Metro Manila,351.875,0.5269739999999999,COMPLETED
6916,IOS,2013-09-06 08:41:58.000000,14.55816,121.0039,14.60101,121.05606,Metro Manila,246.875,1.49935,COMPLETED
6917,IOS,2013-09-14 15:18:42.000000,14.591829999999998,120.99888999999999,14.552370000000002,121.04463999999999,Metro Manila,303.75,2.18893,CANCELLED
6918,IOS,2013-09-04 19:10:04.000000,14.5783,121.08452,14.57139,121.04768999999999,Metro Manila,198.75,3.05437,COMPLETED
6919,IOS,2013-12-22 04:20:58.000000,14.54861,121.05202,14.61478,121.1703,Metro Manila,448.125,1.28306,COMPLETED
6920,IOS,2013-09-22 23:19:32.000000,14.612420000000002,121.0324,14.50549,121.00488,Metro Manila,391.25,0.9559059999999999,COMPLETED
6921,ADR,2013-10-02 18:52:19.000000,14.55325,121.046625,14.601968,121.049672,Metro Manila,246.875,0.9412159999999999,CANCELLED
6922,ADR,2013-09-01 21:01:34.000000,14.570106,121.06608,14.552704,121.023455,Metro Manila,251.25,2.59555,CANCELLED
6923,IOS,2013-09-28 18:52:43.000000,14.61515,121.04692,14.6363,121.02906999999999,Metro Manila,203.125,1.97511,COMPLETED
6924,IOS,2013-09-22 20:54:34.000000,14.46575,121.04377,14.6352,121.04332,Metro Manila,474.375,1.8888099999999999,COMPLETED
6925,ADR,2013-10-02 20:36:40.000000,14.582529999999998,121.06204299999999,14.672182999999999,121.05354299999999,Metro Manila,351.875,0.046258,COMPLETED
6926,IOS,2013-09-06 18:14:45.000000,14.55894,121.02703999999999,14.549729999999998,121.02677,Metro Manila,155.0,0.105957,COMPLETED
6927,ADR,2013-11-04 15:55:00.000000,14.561096,121.07660700000001,14.589169,121.056941,Metro Manila,194.375,3.03081,CANCELLED
6928,ADR,2013-09-24 20:23:32.000000,14.613610999999999,121.106181,14.576201000000001,121.05043700000002,Metro Manila,330.0,1.4608700000000001,COMPLETED
6929,IOS,2013-09-20 17:07:35.000000,14.560270000000001,121.02224,14.567060000000001,121.04556000000001,Metro Manila,194.375,1.60228,COMPLETED
6930,ADR,2013-09-09 19:22:03.000000,14.577776,121.03073799999999,14.558512,121.019159,Metro Manila,176.875,3.1560599999999996,CANCELLED
6931,ADR,2013-09-09 16:54:54.000000,14.559334,121.01469499999999,14.547539000000002,121.01393799999998,Metro Manila,172.5,0.567592,COMPLETED
6932,ADR,2013-09-25 08:17:09.000000,14.572225,121.05451299999999,14.533567000000001,121.052862,Metro Manila,203.125,3.22212,COMPLETED
6933,ADR,2013-10-17 22:15:53.000000,14.593526,121.031074,14.61674,121.03969,Metro Manila,207.5,0.152332,COMPLETED
6934,IOS,2013-09-27 07:45:21.000000,14.579310000000001,121.04728999999999,14.57081,121.06541000000001,Metro Manila,172.5,0.323067,COMPLETED
6935,IOS,2013-09-17 07:00:04.000000,14.57216,121.02972,14.509689999999999,121.0128,Metro Manila,308.125,1.8414099999999998,COMPLETED
6936,IOS,2013-09-11 23:28:18.000000,14.520660000000001,121.0334,14.534970000000001,121.0495,Metro Manila,190.0,2.5826599999999997,COMPLETED
6937,IOS,2013-11-14 10:40:59.000000,14.61856,121.04269,14.586429999999998,121.06136000000001,Metro Manila,216.25,1.9442700000000002,CANCELLED
6938,ADR,2013-09-30 09:44:12.000000,14.563329999999999,120.994848,14.560846,121.016356,Metro Manila,194.375,1.18735,COMPLETED
6939,ADR,2013-09-14 13:18:12.000000,14.573013000000001,121.07686299999999,14.622372,121.052481,Metro Manila,229.375,1.1098700000000001,COMPLETED
6940,IOS,2013-10-04 16:51:38.000000,14.635720000000001,121.00899,14.607479999999999,120.97482,Metro Manila,225.0,2.06656,COMPLETED
6941,ADR,2013-09-16 13:06:03.000000,14.646227,121.034198,14.634154,121.02270800000001,Metro Manila,190.0,0.9024969999999999,COMPLETED
6942,IOS,2013-09-05 02:31:07.000000,14.538620000000002,121.06743999999999,14.554720000000001,121.01446000000001,Metro Manila,255.625,2.7481299999999997,COMPLETED
6943,ADR,2013-09-16 09:02:07.000000,14.546148,121.009426,14.556354999999998,121.01946299999999,Metro Manila,194.375,0.5036390000000001,COMPLETED
6944,VNU,2013-12-15 14:45:51.000000,14.545862,121.05375500000001,14.554729,121.024445,Metro Manila,190.0,0.11205,COMPLETED
6945,ADR,2013-09-26 19:06:44.000000,14.551341,121.016678,14.545862,121.05375500000001,Metro Manila,251.25,0.484099,COMPLETED
6946,ADR,2013-09-30 09:38:36.000000,14.590945999999999,121.07578799999999,14.558081,121.022249,Metro Manila,273.125,2.63362,COMPLETED
6947,IOS,2013-09-16 09:42:47.000000,14.52447,121.00108,14.518579999999998,121.01978000000001,Metro Manila,185.625,1.8111099999999998,COMPLETED
6948,IOS,2013-10-23 00:54:04.000000,14.556329999999999,121.02123999999999,14.57405,121.03588,Metro Manila,207.5,0.246115,COMPLETED
6949,ADR,2013-09-12 16:18:27.000000,14.593392999999999,120.97601100000001,14.646185999999998,120.95249,Metro Manila,251.25,1.05935,CANCELLED
6950,IOS,2013-09-10 15:04:42.000000,14.562710000000001,120.99474,14.56085,121.02333999999999,Metro Manila,207.5,1.77673,COMPLETED
6951,IOS,2013-10-09 06:49:28.000000,14.56,121.00991,14.5509,121.05358000000001,Metro Manila,233.75,0.43469399999999997,COMPLETED
6952,IOS,2013-12-12 21:10:19.000000,14.55083,121.0542,14.59941,121.03688999999999,Metro Manila,277.5,0.595896,COMPLETED
6953,ADR,2013-09-25 09:21:08.000000,14.580188,121.03282,14.553583999999999,121.04811399999998,Metro Manila,190.0,0.355508,COMPLETED
6954,ADR,2013-09-07 18:37:10.000000,14.613757999999999,121.001051,14.430754,121.018996,Metro Manila,531.25,1.36181,COMPLETED
6955,ADR,2013-10-01 12:10:08.000000,14.579228,121.023996,14.550901999999999,121.053578,Metro Manila,225.0,1.85663,COMPLETED
6956,IOS,2013-09-07 12:30:08.000000,14.546579999999999,121.03437,14.56545,121.03643000000001,Metro Manila,185.625,0.533077,COMPLETED
6957,IOS,2013-10-16 00:01:27.000000,14.55511,121.01918,14.552539999999999,121.01602,Metro Manila,150.625,0.26815500000000003,COMPLETED
6958,ADR,2013-09-25 18:33:38.000000,14.556328,121.021243,14.565864000000001,121.00285500000001,Metro Manila,233.75,0.340466,COMPLETED
6959,IOS,2013-09-25 18:21:54.000000,14.556779999999998,121.01865,14.53263,121.06361000000001,Metro Manila,290.625,0.47274399999999994,CANCELLED
6960,VNU,2013-12-02 16:37:42.000000,14.549732,121.02677,14.676041,121.0437,Metro Manila,404.375,0.396093,COMPLETED
6961,IOS,2013-10-09 09:34:01.000000,14.58411,121.09158000000001,14.58695,121.07878999999998,Metro Manila,176.875,2.27228,CANCELLED
6962,IOS,2013-10-02 08:25:19.000000,14.57567,121.04359,14.5621,121.02887,Metro Manila,172.5,1.27986,COMPLETED
6963,IOS,2013-10-03 19:15:31.000000,14.549420000000001,121.04421,14.62045,121.05322,Metro Manila,277.5,1.2226700000000001,COMPLETED
6964,IOS,2013-10-23 18:53:29.000000,14.549710000000001,121.05083,14.566120000000002,121.03003999999999,Metro Manila,198.75,0.699942,COMPLETED
6965,IOS,2013-09-01 15:12:00.000000,14.7029,121.10588,14.657370000000002,121.05587,Metro Manila,281.875,0.402785,COMPLETED
6966,IOS,2013-10-17 09:01:48.000000,14.62825,121.06159,14.558729999999999,121.02528999999998,Metro Manila,308.125,0.0958874,COMPLETED
6967,IOS,2013-10-04 06:19:27.000000,14.588070000000002,121.09955,14.5537,121.04488,Metro Manila,242.5,2.25172,COMPLETED
6968,IOS,2013-10-04 20:05:27.000000,14.533570000000001,121.05286000000001,14.545860000000001,121.05375,Metro Manila,159.375,1.96815,CANCELLED
6969,IOS,2013-09-28 17:12:46.000000,14.53475,121.03816,14.56545,121.03643000000001,Metro Manila,255.625,2.4350400000000003,CANCELLED
6970,ADR,2013-09-06 13:28:18.000000,14.551283999999999,121.016912,14.553164,120.99758100000001,Metro Manila,190.0,1.13052,COMPLETED
6971,IOS,2013-10-31 02:40:41.000000,14.63763,121.07416,14.62023,121.06342,Metro Manila,181.25,1.95134,COMPLETED
6972,IOS,2013-09-27 16:07:31.000000,14.586429999999998,121.06136000000001,14.60171,120.99309,Metro Manila,277.5,0.452345,CANCELLED
6973,ADR,2013-09-12 02:28:04.000000,14.617970999999999,121.069975,14.508610999999998,121.019444,Metro Manila,408.75,1.9042700000000001,COMPLETED
6974,IOS,2013-11-06 09:42:23.000000,14.57175,121.05835,14.54965,121.04576999999999,Metro Manila,220.625,1.4414,COMPLETED
6975,IOS,2013-09-25 07:42:38.000000,14.564379999999998,121.0374,14.5509,121.05358000000001,Metro Manila,172.5,0.758321,COMPLETED
6976,ADR,2013-09-20 23:33:05.000000,14.552007000000001,121.05126399999999,14.554719,121.067191,Metro Manila,172.5,0.76305,COMPLETED
6977,ADR,2013-09-15 16:30:06.000000,14.571881,121.002788,14.535058,120.98213200000001,Metro Manila,242.5,1.58459,COMPLETED
6978,IOS,2013-10-18 22:06:06.000000,14.556329999999999,121.02123999999999,14.618179999999999,121.09976999999999,Metro Manila,386.875,0.5198109999999999,COMPLETED
6979,IOS,2013-09-29 19:53:38.000000,14.560770000000002,121.02466000000001,14.557039999999999,121.02617,Metro Manila,155.0,0.5570390000000001,COMPLETED
6980,IOS,2013-10-30 11:18:00.000000,14.63076,121.02733,14.577329999999998,121.05956,Metro Manila,277.5,0.757079,COMPLETED
6981,ADR,2013-09-11 18:14:02.000000,14.589629,121.06798,14.570848999999999,121.04844299999999,Metro Manila,220.625,0.831691,COMPLETED
6982,IOS,2013-10-05 19:24:16.000000,14.610270000000002,121.07066999999999,14.61481,121.03763000000001,Metro Manila,229.375,0.945981,COMPLETED
6983,ADR,2013-09-11 19:02:01.000000,14.560801999999999,121.01641299999999,14.586697000000001,121.06215700000001,Metro Manila,225.0,0.408604,COMPLETED
6984,ADR,2013-09-16 16:52:40.000000,14.634154,121.02270800000001,14.601968,121.049672,Metro Manila,242.5,1.32361,CANCELLED
6985,VNU,2013-11-29 21:14:17.000000,14.549732,121.02677,14.554729,121.024445,Metro Manila,150.625,1.7773400000000001,COMPLETED
6986,VNU,2013-12-27 18:22:57.000000,14.549732,121.02677,14.553004999999999,121.05212900000001,Metro Manila,194.375,0.0807632,COMPLETED
6987,IOS,2013-12-08 10:51:31.000000,14.57306,121.02273000000001,14.551179999999999,121.02678999999999,Metro Manila,190.0,1.77067,COMPLETED
6988,ADR,2013-09-02 09:35:03.000000,14.674909,121.02508700000001,14.640364000000002,121.074371,Metro Manila,233.75,2.6385400000000003,CANCELLED
6989,IOS,2013-09-04 18:43:38.000000,14.589839999999999,121.06055,14.42656,120.9958,Metro Manila,566.25,1.0298,COMPLETED
6990,ADR,2013-09-15 18:48:17.000000,14.684438,121.03557099999999,14.656820000000002,121.030396,Metro Manila,207.5,0.44091099999999994,COMPLETED
6991,IOS,2013-09-28 16:51:22.000000,14.561589999999999,121.0259,14.551179999999999,121.02678999999999,Metro Manila,163.75,1.2416200000000002,COMPLETED
6992,IOS,2013-09-27 18:43:06.000000,14.589839999999999,121.06055,14.56947,121.10981000000001,Metro Manila,251.25,0.188096,COMPLETED
6993,IOS,2013-09-21 11:41:39.000000,14.555470000000001,121.09732,14.553239999999999,121.04643999999999,Metro Manila,255.625,3.2317400000000003,COMPLETED
6994,IOS,2013-09-22 09:07:46.000000,14.610529999999999,121.09701000000001,14.63938,121.05336000000001,Metro Manila,260.0,2.51775,CANCELLED
6995,IOS,2013-09-12 21:10:31.000000,14.55841,121.05693000000001,14.64972,121.062,Metro Manila,286.25,1.09838,COMPLETED
6996,IOS,2013-08-31 15:33:26.000000,14.6279,121.05876,14.57494,121.05015,Metro Manila,251.25,3.7311199999999998,CANCELLED
6997,IOS,2013-10-12 00:52:49.000000,14.5532,121.02557,14.529420000000002,120.9971,Metro Manila,229.375,0.050780900000000004,COMPLETED
6998,ADR,2013-09-22 07:30:21.000000,14.618177,121.099772,14.583001999999999,121.10988400000001,Metro Manila,216.25,2.05965,COMPLETED
6999,ADR,2013-09-28 17:50:09.000000,14.610023000000002,121.09175900000001,14.618177,121.099772,Metro Manila,181.25,3.57029,CANCELLED
7000,IOS,2013-09-19 22:32:33.000000,14.54703,121.03446000000001,14.60193,121.04976,Metro Manila,268.75,1.4717799999999999,COMPLETED
7001,ADR,2013-11-26 00:38:17.000000,14.657717000000002,121.024452,14.699060000000001,121.08708999999999,Metro Manila,338.75,0.355191,COMPLETED
7002,ADR,2013-10-19 00:01:08.000000,14.551373000000002,121.049458,14.571204000000002,121.04749199999999,Metro Manila,185.625,0.745214,COMPLETED
7003,IOS,2013-11-16 09:56:54.000000,14.64326,121.03159,14.66339,121.06813000000001,Metro Manila,220.625,0.6095729999999999,COMPLETED
7004,IOS,2013-09-20 18:22:59.000000,14.61554,121.05982,14.50981,121.01075,Metro Manila,391.25,3.10862,COMPLETED
7005,IOS,2013-09-02 01:32:04.000000,14.68489,121.06146000000001,14.6022,121.05125,Metro Manila,356.25,3.11578,COMPLETED
7006,IOS,2013-10-02 00:19:42.000000,14.63071,121.04186999999999,14.62625,120.98808999999999,Metro Manila,225.0,0.32629600000000003,COMPLETED
7007,IOS,2013-08-30 12:37:33.000000,14.631770000000001,121.08258000000001,14.55344,121.0472,Metro Manila,277.5,2.32288,COMPLETED
7008,IOS,2013-12-14 23:48:00.000000,14.6527,121.03455,14.551,121.02633,Metro Manila,351.875,0.771173,COMPLETED
7009,IOS,2013-12-10 09:03:26.000000,14.623489999999999,121.0196,14.628670000000001,121.03375,Metro Manila,172.5,0.628007,COMPLETED
7010,IOS,2013-12-22 22:33:45.000000,14.6565,121.03035,14.65289,120.94928999999999,Metro Manila,277.5,0.0772993,COMPLETED
7011,IOS,2013-12-01 16:57:12.000000,14.66991,120.94707,14.603370000000002,121.05058999999999,Metro Manila,382.5,2.9983299999999997,COMPLETED
7012,ADR,2013-11-16 21:04:38.000000,14.546341,121.054395,14.560158,121.058175,Metro Manila,163.75,0.516988,CANCELLED
7013,IOS,2013-11-22 16:14:30.000000,14.666579999999998,121.06206999999999,14.59966,121.06908,Metro Manila,273.125,2.2228,COMPLETED
7014,IOS,2013-11-13 17:05:02.000000,14.58806,121.0586,14.57216,121.02972,Metro Manila,190.0,0.17825,COMPLETED
7015,ADR,2013-11-27 16:20:50.000000,14.558891000000001,121.025251,14.677462,121.114143,Metro Manila,430.625,1.19381,COMPLETED
