source,created_at_local,pick_up_latitude,pick_up_longitude,drop_off_latitude,drop_off_longitude,city,fare,pick_up_distance,state
IOS,2013-09-25 10:42:38.000000,14.48727,121.01812,14.549710000000001,121.05083,Metro Manila,338.75,1.67582,COMPLETED
IOS,2013-09-19 06:20:58.000000,14.49095,121.03153999999999,14.53479,121.05058000000001,Metro Manila,216.25,0.701537,COMPLETED
ADR,2013-09-13 19:20:26.000000,14.556776000000001,121.01865,14.552098,121.05088899999998,Metro Manila,190.0,0.479235,CANCELLED
IOS,2013-10-06 18:53:10.000000,14.582460000000001,121.09035,14.610420000000001,121.08004,Metro Manila,211.875,1.61551,COMPLETED
IOS,2013-09-28 19:36:25.000000,14.622370000000002,121.05248,14.6211,121.16927,Metro Manila,343.125,0.590355,CANCELLED
IOS,2013-09-22 00:25:08.000000,14.579229999999999,121.024,14.5798,121.05899,Metro Manila,220.625,0.8939790000000001,CANCELLED
IOS,2013-12-12 11:17:27.000000,14.6045,121.03603999999999,14.580979999999998,121.05695,Metro Manila,211.875,0.9721479999999999,COMPLETED
IOS,2013-09-22 13:35:12.000000,14.635720000000001,121.00899,14.656620000000002,121.02798999999999,Metro Manila,185.625,1.0554700000000001,COMPLETED
ADR,2013-09-21 18:13:49.000000,14.557043,121.015147,14.621017000000002,121.054717,Metro Manila,308.125,0.724133,CANCELLED
IOS,2013-09-23 14:49:10.000000,14.678989999999999,121.02636000000001,14.65678,121.02338999999999,Metro Manila,207.5,2.0293200000000002,CANCELLED
IOS,2013-09-19 18:34:42.000000,14.58769,121.06133999999999,14.607829999999998,121.08025,Metro Manila,203.125,0.10733800000000002,CANCELLED
IOS,2013-10-27 05:17:54.000000,14.59355,121.0366,14.509689999999999,121.0128,Metro Manila,351.875,0.405442,COMPLETED
ADR,2013-12-29 14:08:34.000000,14.589020000000001,121.09548899999999,14.549547,121.056075,Metro Manila,260.0,3.6343199999999998,CANCELLED
IOS,2013-11-06 09:47:38.000000,14.57494,121.05015,14.610660000000001,121.07994,Metro Manila,246.875,2.4369099999999997,COMPLETED
IOS,2013-10-22 08:13:03.000000,14.55127,121.0134,14.553579999999998,121.04811000000001,Metro Manila,207.5,1.2168299999999999,COMPLETED
IOS,2013-10-05 12:01:50.000000,14.589970000000001,121.073,14.58584,121.05928999999999,Metro Manila,181.25,1.26397,COMPLETED
VNU,2013-11-12 20:17:59.000000,14.549732,121.02677,14.599511999999999,120.984219,Metro Manila,242.5,0.0748329,COMPLETED
VNU,2013-11-09 11:56:17.000000,14.549732,121.02677,14.537751,121.001379,Metro Manila,185.625,0.133602,COMPLETED
IOS,2013-10-02 07:53:08.000000,14.572170000000002,121.00262,14.509689999999999,121.0128,Metro Manila,295.0,1.18251,CANCELLED
ADR,2013-09-29 09:12:21.000000,14.630835000000001,120.99158700000001,14.551314999999999,121.02541200000002,Metro Manila,277.5,0.8709549999999999,COMPLETED
VNU,2013-12-26 18:09:16.000000,14.549732,121.02677,14.479129,120.89696299999999,Metro Manila,579.375,0.667531,CANCELLED
ADR,2013-09-30 07:09:43.000000,14.579119,120.99925400000001,14.560552,121.056234,Metro Manila,277.5,1.59446,COMPLETED
VNU,2013-10-06 21:12:24.000000,14.549732,121.02677,14.576376000000002,121.085109,Metro Manila,273.125,0.857409,COMPLETED
IOS,2013-09-12 20:45:38.000000,14.55291,120.9801,14.55885,121.02308000000001,Metro Manila,220.625,1.50996,COMPLETED
ADR,2013-09-26 15:29:33.000000,14.584007000000001,121.075221,14.553583999999999,121.04811399999998,Metro Manila,229.375,1.494,CANCELLED
IOS,2013-09-24 18:02:23.000000,14.55933,121.0147,14.575079999999998,120.98831000000001,Metro Manila,216.25,0.961801,COMPLETED
ADR,2013-12-04 15:43:30.000000,14.599985,121.04879199999999,14.56189,121.01129499999999,Metro Manila,225.0,1.1464,CANCELLED
IOS,2013-09-16 09:49:43.000000,14.581570000000001,121.04733999999999,14.57174,121.05278,Metro Manila,181.25,1.3740700000000001,COMPLETED
IOS,2013-09-22 00:22:07.000000,14.517579999999999,121.05735,14.518579999999998,121.01978000000001,Metro Manila,242.5,2.44985,COMPLETED
ADR,2013-09-26 18:46:25.000000,14.550672,121.05151799999999,14.558527999999999,121.02098799999999,Metro Manila,211.875,0.626683,COMPLETED
IOS,2013-09-15 17:36:13.000000,14.562710000000001,120.99474,14.5301,121.05384,Metro Manila,330.0,2.08049,COMPLETED
ADR,2013-09-10 21:39:47.000000,14.558360999999998,121.056901,14.415747,121.03896,Metro Manila,435.0,1.31199,COMPLETED
ADR,2013-10-11 05:52:13.000000,14.533622,121.012624,14.498211999999999,121.054677,Metro Manila,251.25,1.0329899999999999,CANCELLED
IOS,2013-10-09 21:58:14.000000,14.55141,121.02537,14.45845,120.96526999999999,Metro Manila,378.125,0.594014,CANCELLED
ADR,2013-12-14 15:54:14.000000,14.549779999999998,121.052679,14.61253,121.115384,Metro Manila,281.875,2.73905,CANCELLED
IOS,2013-08-31 15:01:41.000000,14.628470000000002,121.00003999999998,14.632660000000001,121.0446,Metro Manila,211.875,2.3729299999999998,COMPLETED
IOS,2013-08-29 11:05:32.000000,14.62084,121.02005,14.54965,121.04576999999999,Metro Manila,260.0,1.87968,COMPLETED
IOS,2013-08-28 20:13:53.000000,14.55894,121.02703999999999,14.576379999999999,121.08511000000001,Metro Manila,264.375,1.5157100000000001,CANCELLED
ADR,2013-08-30 22:36:55.000000,14.563445999999999,121.038366,14.589819,121.06916100000001,Metro Manila,229.375,1.27597,COMPLETED
VNU,2013-10-16 14:26:21.000000,14.549732,121.02677,14.599511999999999,120.984219,Metro Manila,303.75,2.3141700000000003,COMPLETED
IOS,2013-09-18 07:09:15.000000,14.574029999999999,121.0478,14.552010000000001,121.05126000000001,Metro Manila,207.5,0.551318,COMPLETED
IOS,2013-10-05 18:50:10.000000,14.57533,121.05878,14.583879999999999,121.05693000000001,Metro Manila,172.5,2.38061,COMPLETED
ADR,2013-09-30 18:29:02.000000,14.558098999999999,121.026801,14.566116000000001,121.03004299999999,Metro Manila,159.375,1.0750600000000001,CANCELLED
IOS,2013-09-25 20:09:48.000000,14.552129999999998,121.02282,14.56061,121.02091000000001,Metro Manila,176.875,0.319861,COMPLETED
IOS,2013-09-25 08:14:43.000000,14.5761,121.03046,14.559120000000002,121.02129,Metro Manila,172.5,0.714778,CANCELLED
ADR,2013-09-26 17:02:28.000000,14.61103,120.99623899999999,14.657398,121.00036000000001,Metro Manila,229.375,4.62636,CANCELLED
ADR,2013-09-04 20:33:53.000000,14.583897,121.075433,14.546414000000002,121.049195,Metro Manila,238.125,1.89011,COMPLETED
VNU,2013-12-11 14:48:32.000000,14.549732,121.02677,14.554729,121.024445,Metro Manila,150.625,1.29472,COMPLETED
ADR,2013-09-26 11:18:37.000000,14.579228,121.023996,14.583879000000001,121.056928,Metro Manila,229.375,1.75545,COMPLETED
IOS,2013-09-13 06:17:16.000000,14.644470000000002,121.06088000000001,14.561520000000002,121.02711000000001,Metro Manila,343.125,4.4330099999999995,COMPLETED
IOS,2013-09-11 12:10:10.000000,14.48584,121.02695,14.54984,121.04735,Metro Manila,321.25,2.6699200000000003,COMPLETED
ADR,2013-09-05 20:47:23.000000,14.554982999999998,121.04328000000001,14.669822,121.092722,Metro Manila,408.75,1.53742,COMPLETED
IOS,2013-10-17 05:06:50.000000,14.495579999999999,121.01059,14.5542,121.02481999999999,Metro Manila,281.875,2.8641,COMPLETED
IOS,2013-11-05 23:16:44.000000,14.562660000000001,121.02632,14.557820000000001,120.99367,Metro Manila,211.875,0.474732,COMPLETED
IOS,2013-09-12 19:48:21.000000,14.62756,121.04418999999999,14.545860000000001,121.05375,Metro Manila,308.125,1.0261,COMPLETED
VNU,2013-12-13 19:06:29.000000,14.545862,121.05375500000001,14.517617999999999,121.05086399999999,Metro Manila,185.625,0.387651,COMPLETED
ADR,2013-09-22 13:19:21.000000,14.659943,121.070315,14.583879000000001,121.056928,Metro Manila,295.0,0.6944020000000001,CANCELLED
IOS,2013-09-28 18:38:55.000000,14.53215,120.98387,14.518579999999998,121.01978000000001,Metro Manila,242.5,0.335005,CANCELLED
IOS,2013-09-30 12:49:24.000000,14.5308,121.07274,14.582429999999999,121.05156000000001,Metro Manila,312.5,1.72219,COMPLETED
IOS,2013-11-12 07:17:58.000000,14.6274,121.02133,14.58806,121.0586,Metro Manila,277.5,0.5735359999999999,COMPLETED
IOS,2013-09-21 17:52:22.000000,14.55156,121.05878,14.664,121.02139,Metro Manila,391.25,1.7690000000000001,CANCELLED
ADR,2013-09-27 21:55:51.000000,14.549279,121.01270500000001,14.554241000000001,120.996693,Metro Manila,176.875,0.339762,CANCELLED
VNU,2013-12-02 17:54:05.000000,14.549732,121.02677,14.599511999999999,120.984219,Metro Manila,242.5,0.44914899999999996,COMPLETED
IOS,2013-09-23 13:58:38.000000,14.57732,121.06311000000001,14.508610000000001,121.01943999999999,Metro Manila,325.625,0.194498,CANCELLED
IOS,2013-12-02 06:30:45.000000,14.56365,121.02168,14.56492,120.99395,Metro Manila,207.5,0.574994,CANCELLED
IOS,2013-09-26 01:13:24.000000,14.62974,120.99568000000001,14.57068,121.02102,Metro Manila,242.5,1.56657,COMPLETED
IOS,2013-10-03 15:44:26.000000,14.67465,121.04508999999999,14.50981,121.01075,Metro Manila,496.25,2.55439,COMPLETED
ADR,2013-09-18 18:58:55.000000,14.552889000000002,121.04708899999999,14.617683999999999,121.002023,Metro Manila,347.5,1.82365,COMPLETED
IOS,2013-10-26 22:01:34.000000,14.560770000000002,121.01693999999999,14.570020000000001,121.02687,Metro Manila,176.875,0.330883,COMPLETED
IOS,2013-09-28 17:47:11.000000,14.55465,121.01716,14.552420000000001,121.04432,Metro Manila,198.75,0.822817,COMPLETED
IOS,2013-09-26 18:56:17.000000,14.56345,121.03837,14.565339999999999,121.02283999999999,Metro Manila,172.5,0.053129199999999994,CANCELLED
IOS,2013-09-26 07:48:39.000000,14.57216,121.02972,14.5608,121.01641000000001,Metro Manila,181.25,2.10957,COMPLETED
ADR,2013-11-27 19:47:09.000000,14.556328,121.021243,14.521797,121.049277,Metro Manila,242.5,0.07878610000000001,COMPLETED
IOS,2013-09-28 18:22:55.000000,14.57301,121.07686000000001,14.579970000000001,121.05973,Metro Manila,207.5,0.884375,COMPLETED
IOS,2013-09-16 08:24:32.000000,14.62147,121.04588999999999,14.61054,121.08045,Metro Manila,225.0,0.48450200000000004,COMPLETED
ADR,2013-09-04 18:17:42.000000,14.553585,121.051004,14.561404000000001,121.022682,Metro Manila,194.375,1.26662,CANCELLED
ADR,2013-10-11 06:11:02.000000,14.572981,121.082532,14.634522,121.04273700000002,Metro Manila,316.875,0.557833,COMPLETED
IOS,2013-11-20 19:10:28.000000,14.55913,121.03003000000001,14.622370000000002,121.05248,Metro Manila,246.875,0.598576,COMPLETED
IOS,2013-12-16 01:33:44.000000,14.704189999999999,121.08171999999999,14.584829999999998,121.06528,Metro Manila,408.75,2.69158,COMPLETED
ADR,2013-09-19 18:36:43.000000,14.535364000000001,121.049917,14.549732,121.02677,Metro Manila,242.5,0.497277,COMPLETED
ADR,2013-10-01 07:12:47.000000,14.546148,121.009426,14.556354999999998,121.01946299999999,Metro Manila,163.75,1.1709200000000002,COMPLETED
IOS,2013-10-09 17:16:31.000000,14.5771,121.06288,14.568010000000001,121.09334,Metro Manila,229.375,0.958209,CANCELLED
ADR,2013-09-27 12:29:16.000000,14.609851,121.048028,14.636458,121.021325,Metro Manila,246.875,0.170416,COMPLETED
IOS,2013-08-30 09:11:20.000000,14.57216,121.02972,14.55785,121.02393000000001,Metro Manila,168.125,0.776029,COMPLETED
IOS,2013-10-12 00:47:33.000000,14.5532,121.02557,14.52716,121.06348,Metro Manila,273.125,0.6981149999999999,COMPLETED
IOS,2013-09-12 07:10:30.000000,14.568879999999998,121.00041999999999,14.657829999999999,121.00431999999999,Metro Manila,461.25,0.491245,COMPLETED
IOS,2013-09-12 11:50:25.000000,14.64275,121.05762,14.552610000000001,121.02542,Metro Manila,295.0,0.9520709999999999,COMPLETED
IOS,2013-09-11 17:59:21.000000,14.556329999999999,121.02123999999999,14.56293,121.02503999999999,Metro Manila,172.5,0.29102,COMPLETED
ADR,2013-09-15 17:56:04.000000,14.605355,121.049058,14.551694,121.021796,Metro Manila,281.875,2.0909999999999997,COMPLETED
IOS,2013-12-11 20:55:47.000000,14.6535,121.03348999999999,14.6799,121.02351000000002,Metro Manila,216.25,0.163268,COMPLETED
IOS,2013-11-12 10:16:07.000000,14.60912,121.09201999999999,14.60769,121.0786,Metro Manila,159.375,0.200722,COMPLETED
IOS,2013-09-06 16:18:41.000000,14.613779999999998,121.00381000000002,14.64371,121.02921,Metro Manila,225.0,1.7613900000000002,COMPLETED
ADR,2013-10-08 22:08:30.000000,14.609145000000002,121.053327,14.44464,120.952583,Metro Manila,505.0,2.3853299999999997,COMPLETED
IOS,2013-09-19 19:55:27.000000,14.55481,121.04763,14.55679,121.04426000000001,Metro Manila,150.625,0.37363,COMPLETED
IOS,2013-10-30 16:05:08.000000,14.55114,121.01903,14.58257,121.05966000000001,Metro Manila,246.875,0.541492,COMPLETED
IOS,2013-09-27 16:51:18.000000,14.56345,121.03837,14.55163,121.01575,Metro Manila,203.125,0.904034,CANCELLED
IOS,2013-10-09 12:10:18.000000,14.6415,121.03263000000001,14.461279999999999,121.00405,Metro Manila,596.875,0.662701,COMPLETED
IOS,2013-09-16 09:13:26.000000,14.63485,121.05196000000001,14.56,121.03152,Metro Manila,303.75,1.7635,COMPLETED
IOS,2013-09-06 20:43:57.000000,14.5504,121.02486999999999,14.52459,121.04383999999999,Metro Manila,220.625,1.31444,CANCELLED
ADR,2013-09-12 18:26:11.000000,14.646870999999999,120.985522,14.6625,120.956667,Metro Manila,207.5,1.34705,COMPLETED
IOS,2013-09-09 08:37:18.000000,14.579229999999999,121.024,14.55286,120.99241,Metro Manila,295.0,1.02682,COMPLETED
IOS,2013-11-29 13:37:41.000000,14.635670000000001,121.06709,14.552010000000001,121.05126000000001,Metro Manila,330.0,1.8743400000000001,COMPLETED
ADR,2013-10-02 10:27:09.000000,14.706527,121.07663899999999,14.652662,121.065041,Metro Manila,273.125,2.13175,COMPLETED
IOS,2013-10-16 12:07:46.000000,14.55294,121.02107,14.5985,120.98386,Metro Manila,312.5,0.256923,COMPLETED
IOS,2013-10-04 08:07:14.000000,14.602379999999998,120.98568,14.583979999999999,121.06323,Metro Manila,295.0,0.791503,COMPLETED
VNU,2013-12-11 19:56:22.000000,14.549732,121.02677,14.517617999999999,121.05086399999999,Metro Manila,203.125,0.619166,CANCELLED
ADR,2013-09-07 15:32:19.000000,14.554964000000002,121.018662,14.539388,121.015004,Metro Manila,194.375,0.630603,COMPLETED
IOS,2013-10-07 09:09:08.000000,14.581760000000001,121.07538000000001,14.55473,121.02445,Metro Manila,229.375,1.44906,COMPLETED
IOS,2013-09-25 07:29:27.000000,14.57216,121.02972,14.55497,120.9826,Metro Manila,220.625,0.9314469999999999,COMPLETED
IOS,2013-09-10 20:54:17.000000,14.58395,121.12368000000001,14.59177,121.09935,Metro Manila,181.25,2.28667,COMPLETED
IOS,2013-09-26 20:02:28.000000,14.6077,121.049,14.658779999999998,121.0937,Metro Manila,286.25,1.6224299999999998,CANCELLED
IOS,2013-09-19 19:24:10.000000,14.57148,121.03026000000001,14.572220000000002,121.05451000000001,Metro Manila,190.0,0.235138,COMPLETED
IOS,2013-09-11 08:09:39.000000,14.568229999999998,121.00017,14.581439999999999,121.06073,Metro Manila,312.5,0.9745020000000001,CANCELLED
IOS,2013-10-03 00:06:17.000000,14.6415,121.00806000000001,14.58549,121.06361000000001,Metro Manila,264.375,2.6381200000000002,COMPLETED
IOS,2013-10-23 09:38:30.000000,14.57175,121.05835,14.54965,121.04576999999999,Metro Manila,220.625,1.4767700000000001,COMPLETED
IOS,2013-08-31 22:42:33.000000,14.561179999999998,120.99103999999998,14.676039999999999,121.0437,Metro Manila,417.5,0.782439,COMPLETED
IOS,2013-09-23 19:27:16.000000,14.55245,121.01436000000001,14.58584,121.05928999999999,Metro Manila,260.0,0.394938,COMPLETED
ADR,2013-09-20 07:18:13.000000,14.609402,121.02970400000001,14.565261999999999,121.012248,Metro Manila,216.25,2.27406,COMPLETED
ADR,2013-09-16 06:59:43.000000,14.629133,121.066349,14.560801999999999,121.01641299999999,Metro Manila,330.0,0.382999,COMPLETED
ADR,2013-09-14 20:57:28.000000,14.481129999999999,120.99803200000001,14.562026999999999,121.08170600000001,Metro Manila,325.625,0.591209,COMPLETED
VNU,2013-11-19 17:26:13.000000,14.549732,121.02677,14.599511999999999,120.984219,Metro Manila,242.5,0.466552,COMPLETED
IOS,2013-09-15 18:08:30.000000,14.58017,121.03435,14.51955,121.0138,Metro Manila,312.5,1.43171,COMPLETED
ADR,2013-09-21 16:33:30.000000,14.615559,120.990591,14.659684,121.01991899999999,Metro Manila,273.125,0.48980100000000004,CANCELLED
VNU,2013-10-14 15:19:13.000000,14.549732,121.02677,14.564831,120.9944,Metro Manila,229.375,0.0773777,COMPLETED
IOS,2013-10-12 07:14:10.000000,14.608820000000001,121.09187,14.43334,121.02685,Metro Manila,518.125,1.65408,COMPLETED
IOS,2013-10-02 10:03:05.000000,14.564979999999998,121.01281000000002,14.533920000000002,121.02273000000001,Metro Manila,216.25,0.872239,COMPLETED
ADR,2013-09-16 06:31:26.000000,14.576751000000002,121.03241499999999,14.554064000000002,121.046981,Metro Manila,229.375,0.915193,COMPLETED
IOS,2013-12-02 17:16:11.000000,14.554820000000001,121.02208,14.601970000000001,121.04966999999999,Metro Manila,229.375,0.0268817,COMPLETED
ADR,2013-08-30 18:17:13.000000,14.558262,121.02191699999999,14.657078,120.983965,Metro Manila,426.25,0.9298709999999999,COMPLETED
ADR,2013-09-21 15:26:13.000000,14.572772,121.02179,14.508610999999998,121.019444,Metro Manila,303.75,0.637273,COMPLETED
IOS,2013-09-28 15:13:31.000000,14.64219,121.12236999999999,14.57412,121.08977,Metro Manila,316.875,1.73901,CANCELLED
ADR,2013-09-15 20:24:28.000000,14.6145,121.03116499999999,14.614814,121.03763000000001,Metro Manila,159.375,0.627302,CANCELLED
IOS,2013-09-25 18:31:31.000000,14.55001,121.04597,14.5542,121.02481999999999,Metro Manila,190.0,0.544646,COMPLETED
ADR,2013-09-05 17:53:00.000000,14.565525,121.019892,14.462238000000001,121.02796000000001,Metro Manila,395.625,1.07221,COMPLETED
ADR,2013-09-18 20:53:40.000000,14.559894,121.017496,14.672663,121.112742,Metro Manila,443.75,0.223658,COMPLETED
ADR,2013-10-16 17:06:29.000000,14.54928,121.02751200000002,14.535058,120.98213200000001,Metro Manila,225.0,0.26193,CANCELLED
IOS,2013-10-18 23:29:23.000000,14.552010000000001,121.05126000000001,14.7031,121.056,Metro Manila,452.5,0.41102299999999997,COMPLETED
IOS,2013-09-27 20:31:06.000000,14.612420000000002,121.0324,14.6099,121.0809,Metro Manila,216.25,1.73882,COMPLETED
VNU,2013-12-11 17:07:18.000000,14.549732,121.02677,14.554729,121.024445,Metro Manila,150.625,0.283594,COMPLETED
ADR,2013-11-29 09:47:52.000000,14.643286999999999,121.030479,14.56189,121.01129499999999,Metro Manila,273.125,0.40418899999999996,COMPLETED
ADR,2013-10-11 17:53:52.000000,14.629616,121.02853799999998,14.676041,121.0437,Metro Manila,264.375,0.874827,COMPLETED
IOS,2013-09-24 07:49:47.000000,14.575070000000002,121.04408000000001,14.6382,121.02741,Metro Manila,246.875,1.2515,COMPLETED
ADR,2013-10-03 23:40:45.000000,14.577805,121.062899,14.561157999999999,121.022669,Metro Manila,238.125,0.631383,CANCELLED
VNU,2013-11-11 11:39:27.000000,14.653504000000002,121.03348700000001,14.576376000000002,121.085109,Metro Manila,334.375,0.24633400000000003,COMPLETED
IOS,2013-10-29 07:49:16.000000,14.56691,121.05125,14.555860000000001,121.00416000000001,Metro Manila,255.625,1.6059299999999999,CANCELLED
VNU,2013-10-24 19:05:05.000000,14.549732,121.02677,14.537751,121.001379,Metro Manila,185.625,0.0739175,COMPLETED
IOS,2013-10-16 23:17:53.000000,14.55795,121.00376000000001,14.51865,121.02015,Metro Manila,225.0,0.1431,COMPLETED
ADR,2013-12-07 21:18:24.000000,14.509694,121.01280200000001,14.563455,121.002875,Metro Manila,277.5,1.93215,COMPLETED
IOS,2013-09-17 23:47:48.000000,14.55221,121.02283,14.56688,121.01252,Metro Manila,185.625,1.02176,COMPLETED
ADR,2013-09-18 04:13:00.000000,14.547663,120.99861000000001,14.444545999999999,120.993874,Metro Manila,373.75,0.281342,COMPLETED
IOS,2013-09-14 00:55:30.000000,14.55539,121.01926,14.57743,120.97912,Metro Manila,255.625,0.47799300000000006,COMPLETED
ADR,2013-09-12 01:47:49.000000,14.564298999999998,121.037094,14.564921,120.99394699999999,Metro Manila,290.625,0.8075060000000001,COMPLETED
IOS,2013-10-02 04:18:33.000000,14.66676,121.08299,14.508610000000001,121.01943999999999,Metro Manila,478.75,1.74206,COMPLETED
IOS,2013-09-15 17:41:19.000000,14.55154,121.01149,14.45556,121.01138,Metro Manila,391.25,1.79473,CANCELLED
ADR,2013-09-09 20:40:46.000000,14.545862,121.05375500000001,14.604030999999999,121.105672,Metro Manila,360.625,1.13132,COMPLETED
IOS,2013-10-02 19:43:50.000000,14.55135,121.01298,14.61544,121.07033999999999,Metro Manila,334.375,0.985533,COMPLETED
IOS,2013-12-13 14:37:47.000000,14.554279999999999,121.01463999999999,14.55105,121.04975,Metro Manila,194.375,0.285545,CANCELLED
IOS,2013-11-14 16:43:09.000000,14.53488,121.05093000000001,14.62916,121.068,Metro Manila,295.0,0.011981499999999999,COMPLETED
VNU,2013-12-03 20:19:20.000000,14.549732,121.02677,14.517617999999999,121.05086399999999,Metro Manila,203.125,0.40871199999999996,COMPLETED
VNU,2013-11-29 18:25:57.000000,14.549732,121.02677,14.537751,121.001379,Metro Manila,185.625,0.234752,COMPLETED
IOS,2013-09-23 17:01:57.000000,14.586310000000001,121.06148999999999,14.616729999999999,121.00012,Metro Manila,312.5,0.375592,COMPLETED
ADR,2013-09-19 17:13:28.000000,14.561453,121.026426,14.625376999999999,121.036198,Metro Manila,325.625,1.9882799999999998,COMPLETED
IOS,2013-11-30 21:22:07.000000,14.585820000000002,121.0602,14.58015,121.03006,Metro Manila,225.0,0.387825,COMPLETED
IOS,2013-09-07 16:05:04.000000,14.624260000000001,121.0554,14.58725,121.06476,Metro Manila,220.625,2.5739,COMPLETED
IOS,2013-09-10 15:45:39.000000,14.58736,121.06003999999999,14.6269,121.09943,Metro Manila,290.625,0.314235,COMPLETED
VNU,2013-12-06 13:36:00.000000,14.549732,121.02677,14.554729,121.024445,Metro Manila,150.625,0.5919399999999999,COMPLETED
IOS,2013-10-02 18:35:37.000000,14.5824,121.06298999999999,14.57944,121.03591999999999,Metro Manila,194.375,0.85009,COMPLETED
IOS,2013-11-28 06:09:56.000000,14.52139,121.06755,14.556779999999998,121.01943999999999,Metro Manila,299.375,1.0174299999999998,COMPLETED
IOS,2013-12-10 12:57:11.000000,14.565489999999999,120.9998,14.554720000000001,121.01446000000001,Metro Manila,181.25,0.105656,CANCELLED
IOS,2013-10-21 17:56:53.000000,14.586620000000002,120.99223,14.55802,121.01829,Metro Manila,225.0,1.59493,COMPLETED
IOS,2013-10-04 20:49:39.000000,14.555229999999998,121.01808,14.589570000000002,121.01886,Metro Manila,194.375,2.51887,COMPLETED
ADR,2013-09-26 08:57:03.000000,14.546148,121.009426,14.556354999999998,121.01946299999999,Metro Manila,163.75,0.350493,CANCELLED
IOS,2013-09-20 00:12:35.000000,14.65755,120.99021,14.44992,121.0301,Metro Manila,483.125,0.015646,CANCELLED
IOS,2013-09-11 17:10:05.000000,14.557820000000001,121.03903000000001,14.54955,121.05608000000001,Metro Manila,198.75,1.91628,CANCELLED
IOS,2013-10-10 23:28:09.000000,14.54924,121.05261000000002,14.55732,121.00855,Metro Manila,246.875,0.718428,COMPLETED
ADR,2013-09-14 17:39:48.000000,14.560058999999999,121.01700600000001,14.580442999999999,121.05426100000001,Metro Manila,233.75,1.64872,COMPLETED
IOS,2013-08-29 09:15:51.000000,14.56345,121.03837,14.57925,121.074,Metro Manila,242.5,0.869527,CANCELLED
ADR,2013-09-27 17:22:58.000000,14.574944,120.98493799999999,14.526344,121.063864,Metro Manila,360.625,0.576711,COMPLETED
ADR,2013-09-21 22:50:40.000000,14.618560999999998,121.04269199999999,14.563329999999999,120.994848,Metro Manila,286.25,0.513324,COMPLETED
ADR,2013-09-13 08:44:32.000000,14.569328,121.012231,14.556328,121.021243,Metro Manila,168.125,2.24349,CANCELLED
IOS,2013-09-24 18:18:07.000000,14.533439999999999,121.05281000000001,14.56008,121.02083999999999,Metro Manila,281.875,3.1674700000000002,COMPLETED
IOS,2013-09-26 19:47:38.000000,14.5509,121.05358000000001,14.56,121.00991,Metro Manila,229.375,0.28011199999999997,COMPLETED
IOS,2013-11-20 18:42:50.000000,14.566729999999998,121.03453999999999,14.543,121.04696000000001,Metro Manila,181.25,0.361523,COMPLETED
IOS,2013-12-19 21:41:56.000000,14.57022,121.02186999999999,14.5643,121.03708999999999,Metro Manila,190.0,1.6701599999999999,COMPLETED
IOS,2013-12-22 17:55:46.000000,14.592020000000002,121.05855,14.5599,121.02201000000001,Metro Manila,238.125,0.423425,COMPLETED
VNU,2013-12-22 17:16:48.000000,14.549732,121.02677,14.444545999999999,120.993873,Metro Manila,408.75,0.8796,COMPLETED
IOS,2013-10-15 21:24:14.000000,14.581439999999999,121.05682,14.55473,121.02445,Metro Manila,225.0,0.761811,COMPLETED
IOS,2013-09-19 15:26:06.000000,14.59585,120.99245,14.535060000000001,120.98213,Metro Manila,277.5,2.7471099999999997,COMPLETED
ADR,2013-09-14 12:54:22.000000,14.547112,121.034998,14.563614000000001,121.010304,Metro Manila,194.375,1.35335,COMPLETED
ADR,2013-10-03 20:52:43.000000,14.582395000000002,121.062987,14.625309,120.969724,Metro Manila,303.75,0.5473680000000001,COMPLETED
IOS,2013-09-18 20:27:15.000000,14.5622,121.01943999999999,14.58164,121.05819,Metro Manila,207.5,0.827225,COMPLETED
IOS,2013-09-23 17:47:23.000000,14.601320000000001,121.01234,14.59942,121.03688999999999,Metro Manila,185.625,1.42085,CANCELLED
VNU,2013-11-17 18:20:10.000000,14.549732,121.02677,14.554729,121.024445,Metro Manila,150.625,0.06356440000000001,COMPLETED
IOS,2013-10-24 21:53:13.000000,14.530520000000001,121.02165,14.55375,121.02153,Metro Manila,220.625,0.311868,CANCELLED
VNU,2013-12-15 20:28:22.000000,14.549732,121.02677,14.517617999999999,121.05086399999999,Metro Manila,203.125,0.788614,CANCELLED
IOS,2013-09-27 20:52:09.000000,14.549729999999998,121.02677,14.61364,121.05416000000001,Metro Manila,251.25,0.928781,COMPLETED
IOS,2013-09-03 14:09:28.000000,14.60331,121.09773,14.559470000000001,121.08133000000001,Metro Manila,233.75,1.87894,COMPLETED
ADR,2013-09-19 19:14:13.000000,14.561907999999999,121.016319,14.54244,121.011649,Metro Manila,225.0,0.307832,CANCELLED
IOS,2013-12-08 14:04:13.000000,14.616729999999999,121.02722,14.61931,121.05558,Metro Manila,185.625,1.27452,COMPLETED
ADR,2013-08-31 15:41:43.000000,14.579228,121.023996,14.599644,121.056403,Metro Manila,198.75,2.3041,CANCELLED
IOS,2013-10-01 06:45:51.000000,14.505970000000001,121.03423000000001,14.53416,121.01773999999999,Metro Manila,194.375,5.2615099999999995,COMPLETED
IOS,2013-12-30 02:03:31.000000,14.704189999999999,121.08171999999999,14.584829999999998,121.06528,Metro Manila,408.75,1.60148,COMPLETED
